Mon Nov 14 2022,8:00p,Atlanta Hawks,121,Milwaukee Bucks,106
Mon Nov 14 2022,10:00p,San Antonio Spurs,95,Golden State Warriors,132
Tue Nov 15 2022,7:30p,Memphis Grizzlies,102,New Orleans Pelicans,113
Tue Nov 15 2022,8:30p,Los Angeles Clippers,101,Dallas Mavericks,103
Tue Nov 15 2022,9:00p,New York Knicks,118,Utah Jazz,111
Tue Nov 15 2022,10:00p,San Antonio Spurs,110,Portland Trail Blazers,117
Tue Nov 15 2022,10:00p,Brooklyn Nets,121,Sacramento Kings,153
Wed Nov 16 2022,7:00p,Indiana Pacers,125,Charlotte Hornets,113
Wed Nov 16 2022,7:00p,Minnesota Timberwolves,126,Orlando Magic,108
Wed Nov 16 2022,7:00p,Oklahoma City Thunder,121,Washington Wizards,120
Wed Nov 16 2022,7:30p,Boston Celtics,126,Atlanta Hawks,101
Wed Nov 16 2022,7:30p,Miami Heat,104,Toronto Raptors,112
Wed Nov 16 2022,8:00p,Cleveland Cavaliers,98,Milwaukee Bucks,113
Wed Nov 16 2022,8:00p,Chicago Bulls,110,New Orleans Pelicans,124
Wed Nov 16 2022,8:30p,Houston Rockets,101,Dallas Mavericks,92
Wed Nov 16 2022,10:00p,New York Knicks,106,Denver Nuggets,103
Wed Nov 16 2022,10:00p,Golden State Warriors,119,Phoenix Suns,130
Thu Nov 17 2022,10:00p,Brooklyn Nets,109,Portland Trail Blazers,107
Thu Nov 17 2022,10:00p,San Antonio Spurs,112,Sacramento Kings,130
Thu Nov 17 2022,10:30p,Detroit Pistons,91,Los Angeles Clippers,96
Fri Nov 18 2022,7:00p,Miami Heat,106,Washington Wizards,107
Fri Nov 18 2022,7:30p,Charlotte Hornets,122,Cleveland Cavaliers,132
Fri Nov 18 2022,7:30p,Milwaukee Bucks,102,Philadelphia 76ers,110
Fri Nov 18 2022,8:00p,Orlando Magic,108,Chicago Bulls,107
Fri Nov 18 2022,8:00p,Indiana Pacers,99,Houston Rockets,91
Fri Nov 18 2022,8:00p,Oklahoma City Thunder,110,Memphis Grizzlies,121
Fri Nov 18 2022,8:30p,Denver Nuggets,99,Dallas Mavericks,127
Fri Nov 18 2022,8:30p,Boston Celtics,117,New Orleans Pelicans,109
Fri Nov 18 2022,9:00p,Phoenix Suns,133,Utah Jazz,134
Fri Nov 18 2022,10:00p,New York Knicks,101,Golden State Warriors,111
Fri Nov 18 2022,10:30p,Detroit Pistons,121,Los Angeles Lakers,128
Sat Nov 19 2022,6:00p,Toronto Raptors,122,Atlanta Hawks,124
Sat Nov 19 2022,7:00p,Orlando Magic,113,Indiana Pacers,114
Sat Nov 19 2022,7:30p,Minnesota Timberwolves,112,Philadelphia 76ers,109
Sat Nov 19 2022,10:00p,Utah Jazz,118,Portland Trail Blazers,113
Sat Nov 19 2022,10:30p,San Antonio Spurs,97,Los Angeles Clippers,119
Sun Nov 20 2022,3:30p,New York Knicks,95,Phoenix Suns,116
